trial,run,stimCat,stimN,oldNew,resp,rt,accEncoded,postChoiceDur,isiDur,conf,confRT,confPresses,rt2,acc,wasRDD,nRDD,rddVal,rddRew,rddAcc,totExp,acc2,Subject
46,2,1,52,0,1,963,1,0.461268064,0.538667962,1,1.4985752,3,0.9624033,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
47,2,2,56,0,1,1785,1,0.430205496,0.723832596,2,2.3551076,3,1.7847182,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
48,2,3,27,3,2,1154,0,0.646918627,0.562843389,4,2.144817,1,1.1534158,1,1,0,30,10,1,1,1,EMUYFM
49,2,3,42,0,1,999,1,0.674716951,0.730047511,1,1.9015072,2,0.9985964,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
50,2,3,36,3,2,1277,0,0.471713347,0.280673622,3,0.7915676,0,1.2773471,1,1,0,25,10,1,1,1,EMUYFM
51,2,2,52,0,1,1596,1,0.341220973,0.276458005,1,1.267146,2,1.5956357,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
52,2,3,29,3,2,962,0,0.580519754,0.260304992,3,1.3394555,0,0.9616611,1,1,0,20,10,1,1,1,EMUYFM
53,2,1,42,0,1,868,1,0.339448788,0.315838783,1,0.901673,2,0.8676772,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
54,2,1,4,1,1,2175,0,0.713351195,0.732971076,1,1.5259171,3,2.1745573,0,1,0,20,10,1,2,0,EMUYFM
55,2,3,8,1,1,1340,0,0.439856574,0.274402092,1,0.952318,2,1.3396017,0,1,0,30,10,1,3,0,EMUYFM
56,2,2,40,0,1,1532,1,0.539391194,0.494748568,2,1.2534721,1,1.5322343,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
57,2,3,46,0,1,1899,1,0.422414944,0.576255415,2,0.7933913,1,1.8984373,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
58,2,1,25,3,1,1085,1,0.736797029,0.428485347,1,1.2388973,2,1.0845968,0,1,0,25,10,1,1,0,EMUYFM
59,2,1,5,1,2,2365,1,0.704498451,0.350393121,3,0.7993525,0,2.3650779,1,1,0,25,10,1,2,1,EMUYFM
60,2,1,39,0,1,776,1,0.524368979,0.279291562,1,1.1716153,2,0.7758216,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
61,2,3,7,1,2,1354,1,0.35034066,0.674159308,3,0.889526,0,1.3543868,1,1,0,25,10,1,3,1,EMUYFM
62,2,1,53,0,1,1056,1,0.736866404,0.265370862,1,1.0158461,2,1.0560489,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
63,2,1,16,1,2,1130,1,0.395225749,0.494170557,5,3.0205308,2,1.1299539,1,1,9,10,10,1,15,1,EMUYFM
64,2,2,26,3,2,1905,0,0.262334472,0.688529396,3,0.8587853,0,1.9044618,1,1,0,30,10,1,1,1,EMUYFM
65,2,1,27,3,1,1084,1,0.359776776,0.585056361,1,0.9350052,2,1.083849,0,1,0,30,10,1,1,0,EMUYFM
66,2,3,3,1,1,1446,0,0.74140122,0.463461561,1,2.0346494,4,1.4458394,0,1,0,25,10,1,2,0,EMUYFM
67,2,3,47,0,1,1286,1,0.714807512,0.698987726,1,1.0132022,2,1.2859106,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
68,2,1,31,3,1,2701,1,0.693380929,0.401706999,2,1.179699,1,2.7011234,0,1,0,25,10,1,1,0,EMUYFM
69,2,2,46,0,1,1980,1,0.299475878,0.320703431,2,1.2045399,1,1.9795071,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
70,2,3,49,0,2,1540,0,0.358705869,0.69505313,3,0.6824058,0,1.5401784,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFM
71,2,3,2,1,1,974,0,0.35577129,0.738823586,1,1.0356997,2,0.9735363,0,1,0,25,10,1,2,0,EMUYFM
72,2,1,14,1,2,1229,1,0.586375156,0.550343076,3,0.1813244,0,1.2285958,1,1,0,25,10,1,4,1,EMUYFM
73,2,1,33,3,2,2166,0,0.362163621,0.666202401,3,0.629243,0,2.1658347,1,1,0,20,10,1,1,1,EMUYFM
74,2,2,27,3,1,973,1,0.59497976,0.557250569,1,2.0850545,2,0.9727335,0,1,0,30,10,1,1,0,EMUYFM
75,2,2,14,1,1,2850,0,0.52457665,0.460387023,1,0.9635737,2,2.8497866,0,1,0,25,10,1,4,0,EMUYFM
76,2,1,26,3,2,1365,0,0.35157928,0.62471772,2,1.0560608,1,1.365355,1,1,0,30,10,1,1,1,EMUYFM
77,2,2,42,0,1,901,1,0.63161684,0.298841386,3,0.2400961,0,0.9007655,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
78,2,2,43,0,1,3066,1,0.34431741,0.46740858,2,0.9992048,1,3.0655813,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
1,1,3,25,3,1,2851,1,0.40598794,0.259247744,3,3.0390157,0,2.8506091,0,1,0,20,10,1,1,0,EMUYFP
2,1,1,53,0,2,4545,0,0.250234932,0.507697223,2,1.4921681,1,4.5444163,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
3,1,1,44,0,1,1395,1,0.612657814,0.71141236,3,0.1132227,0,1.3947454,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
4,1,3,48,0,2,2838,0,0.595944021,0.3690901,3,0.1801795,0,2.8382698,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
5,1,3,12,1,2,3351,1,0.529973183,0.539320098,4,1.6180282,1,3.3501498,1,1,0,30,10,1,4,1,EMUYFP
6,1,1,35,3,2,1851,0,0.283907243,0.606706311,4,2.3813459,1,1.8503068,1,1,0,20,10,1,1,1,EMUYFP
7,1,2,56,0,2,5845,0,0.263012607,0.651508226,3,1.3879676,0,5.8453653,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
8,1,1,51,0,1,1006,1,0.294231994,0.401261039,3,2.1859338,0,1.0062222,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
9,1,2,6,1,2,2718,1,0.642254749,0.711718755,3,2.2068507,0,2.7174275,1,1,0,30,10,1,3,1,EMUYFP
10,1,3,38,3,1,1546,1,0.351024003,0.314859703,3,2.2094386,0,1.5456386,0,1,0,25,10,1,1,0,EMUYFP
11,1,2,31,3,2,1231,0,0.370937335,0.65088523,4,1.342083,1,1.231393,1,1,0,20,10,1,1,1,EMUYFP
12,1,2,40,0,1,1818,1,0.627038353,0.678011276,3,1.0292065,0,1.818035,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
13,1,3,44,0,2,2126,0,0.267960834,0.295807406,3,1.9567312,0,2.1260311,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
14,1,3,4,1,1,1234,0,0.570352443,0.349834797,4,3.0858044,1,1.2334463,0,1,0,25,10,1,2,0,EMUYFP
15,1,1,8,1,2,1172,1,0.380948264,0.55465328,5,2.4691866,2,1.1718306,1,1,0,30,10,1,3,1,EMUYFP
16,1,1,26,3,2,1580,0,0.675925838,0.528401634,5,1.9892509,2,1.5802096,1,1,0,25,10,1,1,1,EMUYFP
17,1,1,3,1,2,797,1,0.554042296,0.523837154,5,1.5358404,2,0.7973767,1,1,0,30,10,1,2,1,EMUYFP
18,1,1,52,0,1,1319,1,0.574250833,0.433810785,3,1.1232658,0,1.3185855,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
19,1,3,47,0,1,4069,1,0.38563011,0.732997619,3,0.8965974,0,4.0689753,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
20,1,2,51,0,1,2308,1,0.301751974,0.476061233,3,0.9799138,0,2.3077584,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
21,1,3,16,1,2,1062,1,0.719613973,0.690549202,5,1.3703845,2,1.0618358,1,1,8,10,10,1,15,1,EMUYFP
22,1,1,50,0,1,881,1,0.687264124,0.670179483,5,2.8975668,2,0.8807231,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
23,1,3,39,0,1,2723,1,0.725517464,0.724260853,3,1.2524417,0,2.7233546,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
24,1,3,34,3,1,970,1,0.565233225,0.626483807,3,0.5460848,0,0.9700844,0,1,0,25,10,1,1,0,EMUYFP
25,1,2,29,3,2,1839,0,0.36654419,0.533460728,3,1.6754555,0,1.8389588,1,1,0,25,10,1,1,1,EMUYFP
26,1,3,46,0,1,2413,1,0.48669749,0.387983101,3,0.8341328,0,2.4126979,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
27,1,2,43,0,2,997,0,0.403092357,0.259156138,4,1.5585779,1,0.9973984,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
28,1,1,16,1,2,974,1,0.547726938,0.693596812,5,1.2840193,2,0.9743569,1,1,5,10,10,1,15,1,EMUYFP
29,1,2,42,0,1,1020,1,0.257611437,0.37024351,4,2.6950259,3,1.0195416,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
30,1,2,4,1,2,1131,1,0.673810059,0.667383291,5,1.2718465,2,1.1308565,1,1,0,20,10,1,2,1,EMUYFP
31,1,3,33,3,2,1761,0,0.626303099,0.533871056,3,0.079573,0,1.7608846,1,1,0,20,10,1,1,1,EMUYFP
32,1,3,40,0,1,1665,1,0.630801556,0.682583064,4,2.1872396,1,1.6652847,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
33,1,2,38,3,1,1828,1,0.313270884,0.343197157,3,1.2070422,0,1.8277561,0,1,0,20,10,1,1,0,EMUYFP
34,1,2,28,3,1,3098,1,0.290278115,0.527629061,3,1.1262942,0,3.0982677,0,1,0,30,10,1,1,0,EMUYFP
35,1,3,13,1,2,925,1,0.29540603,0.578151502,4,1.7224528,1,0.9252403,1,1,0,25,10,1,4,1,EMUYFP
36,1,1,41,0,1,929,1,0.415302966,0.565612127,3,1.1386864,0,0.9289256,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
37,1,2,32,3,2,1372,0,0.299178432,0.612331453,3,1.4307334,0,1.372374,1,1,0,25,10,1,1,1,EMUYFP
38,1,2,47,0,1,1050,1,0.295610034,0.491841055,4,2.1531507,1,1.0499288,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
39,1,3,51,0,2,2079,0,0.266855107,0.554989287,3,1.0941754,0,2.0789621,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
40,1,1,30,3,2,1423,0,0.748705067,0.677840541,4,1.7333559,1,1.4225098,1,1,0,20,10,1,1,1,EMUYFP
41,1,1,28,3,2,962,0,0.364975668,0.625694185,5,1.7167829,2,0.9620228,1,1,1,25,0,0,1,1,EMUYFP
42,1,1,36,3,2,1028,0,0.351810914,0.300244521,5,1.6410708,2,1.027762,1,1,0,20,10,1,1,1,EMUYFP
43,1,2,30,3,2,1280,0,0.466837473,0.476288648,3,0.9653693,0,1.2795449,1,1,1,20,0,0,1,1,EMUYFP
44,1,1,2,1,1,864,0,0.695662812,0.374354853,3,1.4019557,0,0.863945,0,1,0,25,10,1,2,0,EMUYFP
45,1,2,15,1,2,949,1,0.463593224,0.342333082,4,1.2099763,1,0.9490954,1,1,0,20,10,1,4,1,EMUYFP
46,1,3,53,0,2,1144,0,0.415957161,0.329656033,5,1.6168129,2,1.143922,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
47,1,2,14,1,1,739,0,0.440495043,0.680849944,3,1.3520707,0,0.7393144,0,1,1,20,20,1,4,0,EMUYFP
48,1,1,4,1,2,1838,1,0.37357285,0.734928063,3,1.1560589,0,1.8377157,1,1,0,20,10,1,2,1,EMUYFP
49,1,2,7,1,1,3076,0,0.675694993,0.69465411,3,1.1578038,0,3.0754917,0,1,0,30,10,1,3,0,EMUYFP
50,1,1,40,0,1,1268,1,0.47671809,0.399541893,3,0.8760947,0,1.2677691,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
51,1,3,7,1,2,855,1,0.415306192,0.736692988,4,1.353833,1,0.8548987,1,1,0,30,10,1,3,1,EMUYFP
52,1,2,9,1,2,3021,1,0.362242022,0.659444487,3,1.2154036,0,3.0212952,1,1,0,25,10,1,3,1,EMUYFP
53,1,2,36,3,1,2527,1,0.319436169,0.377959112,3,1.4344421,0,2.5268037,0,1,0,25,10,1,1,0,EMUYFP
54,1,3,18,1,2,1098,1,0.654434619,0.389064622,3,1.4754054,0,1.0983702,1,1,9,10,10,1,15,1,EMUYFP
55,1,2,17,1,2,977,1,0.658900573,0.629157048,3,0.0060599,0,0.9765613,1,1,9,10,10,1,15,1,EMUYFP
56,1,2,41,0,1,1299,1,0.610957809,0.563493073,4,2.8465412,3,1.2987105,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
57,1,1,17,1,2,868,1,0.471808111,0.311260354,5,1.3702985,2,0.8676465,1,1,10,10,10,1,15,1,EMUYFP
58,1,2,18,1,2,1148,1,0.343147092,0.368562602,5,1.1228578,2,1.1480109,1,1,10,10,10,1,15,1,EMUYFP
59,1,1,33,3,1,4284,1,0.392878527,0.66465489,3,1.0090644,0,4.2837011,0,1,0,25,10,1,1,0,EMUYFP
60,1,2,3,1,2,1594,1,0.522994051,0.332086888,4,1.1991341,1,1.5937496,1,1,1,30,30,1,2,1,EMUYFP
61,1,3,32,3,1,1015,1,0.303403004,0.600590345,4,1.561144,1,1.0148402,0,1,0,25,10,1,1,0,EMUYFP
62,1,2,44,0,1,2491,1,0.543500077,0.462371604,3,0.8665267,0,2.491042,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
63,1,2,49,0,2,910,0,0.505833528,0.274439453,4,0.9991524,1,0.9097118,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
64,1,3,29,3,2,1487,0,0.506953981,0.305757169,5,2.1031162,4,1.4872027,1,1,1,25,0,0,1,1,EMUYFP
65,1,1,38,3,2,777,0,0.251580781,0.608724842,5,1.1891463,2,0.7773048,1,1,0,20,10,1,1,1,EMUYFP
66,1,1,9,1,2,1467,1,0.309574653,0.313030372,4,1.3311626,1,1.4665502,1,1,0,30,10,1,3,1,EMUYFP
67,1,1,1,1,1,3277,0,0.639695774,0.440063975,3,1.1938786,0,3.276809,0,1,0,30,10,1,2,0,EMUYFP
68,1,3,14,1,1,1281,0,0.653513782,0.373694432,4,2.1082416,1,1.2813832,0,1,0,30,10,1,4,0,EMUYFP
69,1,1,10,1,2,945,1,0.531767828,0.396893964,5,1.3420146,2,0.9447385,1,1,1,20,20,1,3,1,EMUYFP
70,1,3,10,1,1,3329,0,0.654872732,0.256316983,3,1.0349768,0,3.3285457,0,1,0,20,10,1,3,0,EMUYFP
71,1,3,50,0,1,1130,1,0.532564746,0.531488634,5,1.0210664,2,1.129952,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
72,1,3,15,1,1,3397,0,0.537675756,0.39790359,3,0.9597735,0,3.3973667,0,1,0,25,10,1,4,0,EMUYFP
73,1,1,47,0,1,3144,1,0.668528887,0.54905542,3,0.9896201,0,3.144089,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
74,1,3,27,3,2,3792,0,0.537880506,0.474503167,3,1.0722948,0,3.791706,1,1,0,30,10,1,1,1,EMUYFP
75,1,1,48,0,1,742,1,0.637473611,0.711045694,4,1.436575,1,0.7422706,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
1,2,2,53,0,1,3749,1,0.580667664,0.456928026,3,1.2175042,0,3.748309,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
2,2,1,6,1,1,1568,0,0.534940763,0.726069743,3,0.7689733,0,1.5682777,0,1,0,25,10,1,3,0,EMUYFP
3,2,1,55,0,2,1009,0,0.337992463,0.450514238,3,0.1829708,0,1.009062,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
4,2,1,27,3,1,2756,1,0.621039038,0.664480926,3,1.2768041,0,2.7562607,0,1,0,30,10,1,1,0,EMUYFP
5,2,2,25,3,1,2694,1,0.696447143,0.544057436,3,1.1216823,0,2.6935528,0,1,0,20,10,1,1,0,EMUYFP
6,2,2,12,1,2,993,1,0.595924801,0.541834263,3,1.5821105,0,0.9924127,1,1,0,30,10,1,4,1,EMUYFP
7,2,3,42,0,1,925,1,0.650774576,0.290766983,5,1.4793996,2,0.9244207,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
8,2,1,43,0,1,1341,1,0.544754154,0.609734565,3,0.8648933,0,1.3405945,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
9,2,2,52,0,1,1269,1,0.52642025,0.625342188,5,1.4663098,2,1.2690757,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
10,2,3,5,1,1,1518,0,0.267426276,0.412495366,5,1.406719,2,1.5174899,0,1,0,20,10,1,2,0,EMUYFP
11,2,2,5,1,2,2570,1,0.547957155,0.251278428,3,1.0216716,0,2.5695188,1,1,1,30,30,1,2,1,EMUYFP
12,2,1,18,1,2,2877,1,0.449462658,0.623029206,3,1.2722089,0,2.8766168,1,1,9,10,10,1,15,1,EMUYFP
13,2,2,11,1,1,1604,0,0.530060951,0.27904772,3,0.9919272,0,1.6036482,0,1,0,25,10,1,4,0,EMUYFP
14,2,1,46,0,1,1957,1,0.513069593,0.432175587,3,0.9450844,0,1.9570426,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
15,2,1,13,1,2,3743,1,0.275893531,0.646344883,3,1.0621722,0,3.7432931,1,1,0,25,10,1,4,1,EMUYFP
16,2,2,54,0,2,1490,0,0.495235598,0.328644269,3,0.8574992,0,1.4896406,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
17,2,3,1,1,1,2275,0,0.485199603,0.561738815,3,1.0610418,0,2.274677,0,1,1,20,20,1,2,0,EMUYFP
18,2,1,11,1,2,1134,1,0.502573356,0.481118132,5,1.1623956,2,1.1340594,1,1,1,30,30,1,4,1,EMUYFP
19,2,3,55,0,1,872,1,0.49030727,0.577016843,4,1.8713981,1,0.8722753,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
20,2,1,56,0,2,3627,0,0.568157159,0.746774948,3,0.889831,0,3.6271301,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
21,2,2,1,1,2,1425,1,0.416190116,0.666276187,3,0.6963622,0,1.4247215,1,1,0,25,10,1,2,1,EMUYFP
22,2,3,66,0,1,784,1,0.295892267,0.309468485,4,1.6739265,1,0.7842346,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
23,2,3,52,0,1,1645,1,0.41196616,0.733009311,5,1.1005492,2,1.6448283,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
24,2,1,25,3,1,1963,1,0.313181788,0.303242155,4,1.2007364,1,1.9631706,0,1,0,30,10,1,1,0,EMUYFP
25,2,2,37,3,2,1092,0,0.334945177,0.699244218,4,1.3785422,1,1.0921125,1,1,0,30,10,1,1,1,EMUYFP
26,2,3,8,1,1,1450,0,0.294273104,0.44193575,4,1.3625604,1,1.450112,0,1,1,25,25,1,3,0,EMUYFP
27,2,1,29,3,1,3477,1,0.410862451,0.25949019,3,1.0379174,0,3.477164,0,1,0,20,10,1,1,0,EMUYFP
28,2,3,37,3,1,1998,1,0.252845045,0.322037809,3,0.8368214,0,1.997522,0,1,0,25,10,1,1,0,EMUYFP
29,2,2,13,1,2,1052,1,0.518580988,0.280333426,5,1.2991386,2,1.0519452,1,1,0,20,10,1,4,1,EMUYFP
30,2,1,31,3,1,1846,1,0.659292003,0.510754182,3,1.020369,0,1.8456464,0,1,0,30,10,1,1,0,EMUYFP
31,2,2,8,1,1,2215,0,0.518164988,0.620523657,3,2.0673422,2,2.2150999,0,1,0,25,10,1,3,0,EMUYFP
32,2,3,26,3,2,3232,0,0.736471757,0.395318258,3,0.7847144,0,3.2316159,1,1,0,30,10,1,1,1,EMUYFP
33,2,3,24,3,1,1053,1,0.667740074,0.297946148,4,1.4784311,1,1.0524608,0,1,0,30,10,1,1,0,EMUYFP
34,2,3,6,1,2,1316,1,0.368379764,0.379524501,4,1.0976729,1,1.3160715,1,1,0,25,10,1,3,1,EMUYFP
35,2,1,39,0,1,1313,1,0.261542776,0.590771599,4,1.5562811,1,1.3133715,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
36,2,3,11,1,1,2361,0,0.566958286,0.724227964,4,1.3151148,1,2.3605726,0,1,1,25,25,1,4,0,EMUYFP
37,2,1,37,3,1,1002,1,0.301722122,0.425287658,4,1.2515542,1,1.0016844,0,1,0,30,10,1,1,0,EMUYFP
38,2,3,9,1,1,2201,0,0.644272596,0.283716358,4,1.0111005,1,2.2009019,0,1,0,20,10,1,3,0,EMUYFP
39,2,2,50,0,2,1433,0,0.602336967,0.369884981,5,1.5115691,2,1.4334015,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
40,2,3,54,0,1,1370,1,0.308764412,0.595358045,4,1.805537,1,1.3702671,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
41,2,3,49,0,1,2852,1,0.313772436,0.747060611,3,1.2004633,0,2.8520617,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
42,2,1,7,1,2,1924,1,0.722235415,0.312915249,3,0.1440011,0,1.9237338,1,1,0,20,10,1,3,1,EMUYFP
43,2,2,16,1,2,2966,1,0.670859308,0.275937606,3,1.3307794,0,2.9663564,1,1,6,10,10,1,15,1,EMUYFP
44,2,2,45,0,1,2618,1,0.61556442,0.330871514,3,0.8741353,0,2.617519,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
45,2,1,32,3,2,2474,0,0.320249739,0.463954982,4,1.529001,1,2.4735684,1,1,0,25,10,1,1,1,EMUYFP
46,2,1,12,1,2,1579,1,0.389327879,0.429277414,4,1.1008502,1,1.5790613,1,1,1,20,20,1,4,1,EMUYFP
47,2,2,34,3,1,1152,1,0.683264045,0.719233153,3,1.0701842,0,1.1518371,0,1,0,20,10,1,1,0,EMUYFP
48,2,3,17,1,1,3145,0,0.257050505,0.543289833,3,0.9690156,0,3.1451569,0,1,8,10,10,1,15,0,EMUYFP
49,2,1,34,3,1,2034,1,0.337886379,0.731449538,3,0.8154526,0,2.0334255,0,1,0,25,10,1,1,0,EMUYFP
50,2,2,48,0,2,1510,0,0.449629001,0.747652577,3,0.8712511,0,1.5101745,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
51,2,3,36,3,1,1023,1,0.719430705,0.376012084,4,1.1626389,1,1.0225082,0,1,0,20,10,1,1,0,EMUYFP
52,2,3,2,1,1,1326,0,0.692239108,0.454658424,3,1.1097092,0,1.3254646,0,1,0,20,10,1,2,0,EMUYFP
53,2,1,5,1,1,2822,0,0.678165763,0.619148937,3,1.2681266,0,2.8215458,0,1,0,25,10,1,2,0,EMUYFP
54,2,1,42,0,1,1457,1,0.549303487,0.726418281,3,0.5168295,0,1.4570851,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
55,2,3,41,0,2,2242,0,0.458637678,0.508449454,3,0.7274914,0,2.2422536,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
56,2,3,56,0,2,1944,0,0.620097996,0.720484633,3,0.8194226,0,1.9435496,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
57,2,2,10,1,1,854,0,0.401479163,0.365473985,4,1.6246497,1,0.8535041,0,1,0,20,10,1,3,0,EMUYFP
58,2,1,14,1,2,1139,1,0.538619848,0.681006719,4,1.1423444,1,1.1389135,1,1,1,20,20,1,4,1,EMUYFP
59,2,2,26,3,2,1023,0,0.504353987,0.508492117,4,1.0565697,1,1.0227349,1,1,0,30,10,1,1,1,EMUYFP
60,2,2,35,3,1,1043,1,0.583249838,0.34253547,3,0.9540272,0,1.0431196,0,1,1,30,0,0,1,0,EMUYFP
61,2,2,24,3,1,1610,1,0.295117138,0.700481447,4,1.8098707,3,1.6100081,0,1,0,25,10,1,1,0,EMUYFP
62,2,1,45,0,1,2344,1,0.677244007,0.424138002,3,1.5887522,0,2.3441378,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
63,2,1,15,1,2,1106,1,0.627573749,0.554873208,4,0.9560637,1,1.1062908,1,1,1,30,30,1,4,1,EMUYFP
64,2,1,24,3,1,1718,1,0.543333727,0.740468162,3,0.8267784,0,1.7179153,0,1,0,30,10,1,1,0,EMUYFP
65,2,2,39,0,1,2001,1,0.647110121,0.285617063,3,0.9466977,0,2.0007096,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
66,2,1,49,0,1,1169,1,0.715259732,0.327052863,5,1.8145945,2,1.1684497,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
67,2,2,46,0,1,2489,1,0.527666835,0.331125542,3,1.0745775,0,2.4884222,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
68,2,2,33,3,1,1529,1,0.502636815,0.667812463,3,0.7233299,0,1.5290935,0,1,0,25,10,1,1,0,EMUYFP
69,2,3,31,3,1,3502,1,0.284250612,0.643037036,3,0.6686879,0,3.5021255,0,1,0,20,10,1,1,0,EMUYFP
70,2,2,27,3,1,1461,1,0.339779311,0.555679765,3,0.6064544,0,1.4609917,0,1,0,30,10,1,1,0,EMUYFP
71,2,3,30,3,1,2181,1,0.732702282,0.413106097,3,0.5095183,0,2.1813051,0,1,0,20,10,1,1,0,EMUYFP
72,2,3,28,3,1,863,1,0.321656839,0.363061769,3,0.5596918,0,0.8631082,0,1,0,30,10,1,1,0,EMUYFP
73,2,2,55,0,1,1010,1,0.484739209,0.689569611,3,0.6532994,0,1.0094966,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
74,2,3,3,1,1,1350,0,0.699975816,0.343397831,3,0.5897598,0,1.3503275,0,1,0,30,10,1,2,0,EMUYFP
75,2,3,35,3,2,1549,0,0.615513125,0.263045013,3,0.0403744,0,1.5492112,1,1,1,30,0,0,1,1,EMUYFP
76,2,3,45,0,2,2605,0,0.506707711,0.681943737,3,0.9175353,0,2.6049015,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFP
77,2,1,54,0,1,1210,1,0.48405899,0.322584559,3,0.926205,0,1.2097427,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFP
78,2,2,2,1,1,977,0,0.522195911,0.37677798,4,0.8627713,1,0.9768924,0,1,0,25,10,1,2,0,EMUYFP
1,1,2,33,3,1,1283,1,0.378758462,0.526270172,3,NaN,0,1.283660889,0,1,1,20,0,0,1,0,MCW019
2,1,3,28,3,2,5281,0,0.370271602,0.304564525,4,5.037642956,1,5.281073809,1,1,0,30,10,1,1,1,MCW019
3,1,3,33,3,1,2427,1,0.725755589,0.421668485,2,2.86448288,1,2.427047014,0,1,0,25,10,1,1,0,MCW019
4,1,1,56,0,2,2353,0,0.289479235,0.546137947,3,1.606462002,0,2.3528862,0,0,NaN,NaN,NaN,NaN,NaN,0,MCW019
5,1,1,55,0,2,994,0,0.575706152,0.607097765,3,0.729508162,0,0.993579865,0,0,NaN,NaN,NaN,NaN,NaN,0,MCW019
6,1,2,46,0,1,1448,1,0.329252892,0.669820066,1,1.540364981,2,1.448442221,1,0,NaN,NaN,NaN,NaN,NaN,1,MCW019
7,1,1,43,0,2,1366,0,0.607541031,0.537213034,4,2.10249114,1,1.366482019,0,0,NaN,NaN,NaN,NaN,NaN,0,MCW019
8,1,3,54,0,2,1450,0,0.347147598,0.391823895,3,1.185828924,0,1.450438023,0,0,NaN,NaN,NaN,NaN,NaN,0,MCW019
